,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,116607000.0,162162000.0,191327000.0,189342000.0
Minority Interest,,,,
Net Income,81999000.0,115929000.0,140227000.0,137293000.0
Selling General Administrative,120779000.0,132693000.0,117165000.0,109791000.0
Gross Profit,277701000.0,322966000.0,334591000.0,326300000.0
Ebit,124735000.0,170248000.0,199062000.0,197299000.0
Operating Income,124735000.0,170248000.0,199062000.0,197299000.0
Other Operating Expenses,,,,
Interest Expense,-4026000.0,-2787000.0,-2603000.0,-2834000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,34608000.0,46233000.0,51100000.0,52049000.0
Total Revenue,491297000.0,519405000.0,538845000.0,520881000.0
Total Operating Expenses,366562000.0,349157000.0,339783000.0,323582000.0
Cost Of Revenue,213596000.0,196439000.0,204254000.0,194581000.0
Total Other Income Expense Net,-8128000.0,-8086000.0,-7735000.0,-7957000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,81999000.0,115929000.0,140227000.0,137293000.0
Net Income Applicable To Common Shares,81999000.0,115929000.0,140227000.0,137293000.0
