,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-26782000.0,-42786000.0,-7586000.0,-14423000.0
Minority Interest,2678000.0,2957000.0,2957000.0,2957000.0
Net Income,-19780000.0,-42861000.0,-8976000.0,-9620000.0
Selling General Administrative,256469000.0,146473000.0,64010000.0,25331000.0
Gross Profit,342260000.0,158546000.0,85689000.0,17643000.0
Ebit,3859000.0,-22969000.0,186000.0,-12434000.0
Operating Income,3859000.0,-22969000.0,186000.0,-12434000.0
Other Operating Expenses,-42596000.0,-46004000.0,-28446000.0,-6120000.0
Interest Expense,-22530000.0,-11653000.0,-6617000.0,-778000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-3925000.0,1013000.0,1390000.0,-4803000.0
Total Revenue,476555000.0,218108000.0,113899000.0,22906000.0
Total Operating Expenses,472696000.0,241077000.0,113713000.0,35340000.0
Cost Of Revenue,134295000.0,59562000.0,28210000.0,5263000.0
Total Other Income Expense Net,-30641000.0,-19817000.0,-7772000.0,-1989000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-22857000.0,-43799000.0,-8976000.0,-9620000.0
Net Income Applicable To Common Shares,-19780000.0,-42861000.0,-8976000.0,-9620000.0
