,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,10479000000.0,11376000000.0,12553000000.0,13255000000.0
Minority Interest,5000000.0,55000000.0,554000000.0,546000000.0
Net Income,9634000000.0,8571000000.0,9329000000.0,9928000000.0
Selling General Administrative,8872000000.0,9003000000.0,8685000000.0,8502000000.0
Gross Profit,21500000000.0,22304000000.0,23240000000.0,23388000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,11549000000.0,11943000000.0,13921000000.0,14179000000.0
Other Operating Expenses,976000000.0,1262000000.0,568000000.0,601000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,3020000000.0,3275000000.0,3811000000.0,3784000000.0
Total Revenue,21500000000.0,22304000000.0,23240000000.0,23388000000.0
Total Operating Expenses,9951000000.0,10361000000.0,9319000000.0,9209000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-1070000000.0,-567000000.0,-1368000000.0,-924000000.0
Discontinued Operations,2175000000.0,482000000.0,600000000.0,470000000.0
Net Income From Continuing Ops,7459000000.0,8101000000.0,8742000000.0,9471000000.0
Net Income Applicable To Common Shares,9634000000.0,8571000000.0,9329000000.0,9928000000.0
