,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,179000000.0,1278000000.0,202000000.0,-2075000000.0
Minority Interest,21000000.0,20000000.0,24000000.0,22000000.0
Net Income,83000000.0,1211000000.0,218000000.0,-2226000000.0
Selling General Administrative,632000000.0,643000000.0,623000000.0,623000000.0
Gross Profit,2448000000.0,2478000000.0,2761000000.0,1929000000.0
Ebit,47000000.0,639000000.0,930000000.0,868000000.0
Operating Income,47000000.0,639000000.0,930000000.0,868000000.0
Other Operating Expenses,1136000000.0,693000000.0,739000000.0,717000000.0
Interest Expense,-316000000.0,-388000000.0,-500000000.0,-553000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,93000000.0,64000000.0,-81000000.0,-26000000.0
Total Revenue,13210000000.0,14753000000.0,14620000000.0,13646000000.0
Total Operating Expenses,13163000000.0,14114000000.0,13690000000.0,12778000000.0
Cost Of Revenue,10762000000.0,12275000000.0,11859000000.0,11717000000.0
Total Other Income Expense Net,132000000.0,639000000.0,-728000000.0,-2943000000.0
Discontinued Operations,,,-62000000.0,-174000000.0
Net Income From Continuing Ops,86000000.0,1214000000.0,283000000.0,-2049000000.0
Net Income Applicable To Common Shares,83000000.0,1211000000.0,218000000.0,-2226000000.0
