,2020-06-30,2019-06-30,2018-06-24,2017-06-25
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-211743000.0,-119148000.0,8572000.0,52184000.0
Minority Interest,5835000.0,3411000.0,10795000.0,10241000.0
Net Income,-227676000.0,-137583000.0,-6153000.0,30253000.0
Selling General Administrative,59515000.0,70741000.0,63337000.0,11598000.0
Gross Profit,161420000.0,203688000.0,164681000.0,78330000.0
Ebit,44173000.0,66206000.0,50663000.0,53780000.0
Operating Income,44173000.0,66206000.0,50663000.0,53780000.0
Other Operating Expenses,13593000.0,33099000.0,28797000.0,3905000.0
Interest Expense,-6855000.0,-8062000.0,-4493000.0,-2000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,11083000.0,16032000.0,11321000.0,15356000.0
Total Revenue,265967000.0,333805000.0,285463000.0,139262000.0
Total Operating Expenses,221794000.0,267599000.0,234800000.0,85482000.0
Cost Of Revenue,104547000.0,130117000.0,120782000.0,60932000.0
Total Other Income Expense Net,-255916000.0,-185354000.0,-42091000.0,-1596000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-222826000.0,-135180000.0,-2749000.0,36828000.0
Net Income Applicable To Common Shares,-227676000.0,-137583000.0,-6153000.0,30253000.0
