,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,233694000.0,244954000.0,377697000.0,150687000.0
Minority Interest,376000.0,459000.0,506000.0,480000.0
Net Income,112373000.0,104997000.0,252779000.0,206066000.0
Selling General Administrative,148214000.0,173853000.0,160946000.0,146773000.0
Gross Profit,630070000.0,689171000.0,630009000.0,525439000.0
Ebit,403236000.0,455745000.0,420361000.0,340850000.0
Operating Income,403236000.0,455745000.0,420361000.0,340850000.0
Other Operating Expenses,,,,
Interest Expense,-7587000.0,-10866000.0,-12675000.0,-14500000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,121109000.0,139676000.0,124597000.0,102777000.0
Total Revenue,881857000.0,941391000.0,867376000.0,671206000.0
Total Operating Expenses,478621000.0,485646000.0,447015000.0,330356000.0
Cost Of Revenue,251787000.0,252220000.0,237367000.0,145767000.0
Total Other Income Expense Net,-169542000.0,-210791000.0,-42664000.0,-190163000.0
Discontinued Operations,,,,158423000.0
Net Income From Continuing Ops,112585000.0,105278000.0,253100000.0,47910000.0
Net Income Applicable To Common Shares,112373000.0,104997000.0,252779000.0,206066000.0
