,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,28338000.0,21226000.0,19296000.0,3684000.0
Minority Interest,,,,
Net Income,26408000.0,24280000.0,25722000.0,11518000.0
Selling General Administrative,43937000.0,34837000.0,30041000.0,22637000.0
Gross Profit,75625000.0,57187000.0,45592000.0,30592000.0
Ebit,31460000.0,22675000.0,16131000.0,8824000.0
Operating Income,31460000.0,22675000.0,16131000.0,8824000.0
Other Operating Expenses,-602000.0,-951000.0,-1059000.0,-1080000.0
Interest Expense,-6792000.0,-6002000.0,-4214000.0,-4446000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1930000.0,-3054000.0,-6604000.0,-7264000.0
Total Revenue,149282000.0,106020000.0,74782000.0,44335000.0
Total Operating Expenses,117822000.0,83345000.0,58651000.0,35511000.0
Cost Of Revenue,73657000.0,48833000.0,29190000.0,13743000.0
Total Other Income Expense Net,-3122000.0,-1449000.0,3165000.0,-5140000.0
Discontinued Operations,,,-178000.0,570000.0
Net Income From Continuing Ops,26408000.0,24280000.0,25900000.0,10948000.0
Net Income Applicable To Common Shares,26408000.0,24280000.0,25722000.0,11518000.0
