,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,15558000.0,11375000.0,9882000.0,9486000.0
Effect Of Accounting Charges,,,,
Income Before Tax,12459000.0,16830000.0,5583000.0,13852000.0
Minority Interest,,,,
Net Income,10137000.0,13602000.0,5751000.0,26158000.0
Selling General Administrative,47624000.0,37805000.0,32689000.0,27548000.0
Gross Profit,75513000.0,62816000.0,45291000.0,50155000.0
Ebit,12341000.0,13660000.0,2813000.0,13130000.0
Operating Income,12341000.0,13660000.0,2813000.0,13130000.0
Other Operating Expenses,-10000.0,-24000.0,-93000.0,-9000.0
Interest Expense,-344000.0,-243000.0,-58000.0,-77000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,2322000.0,3228000.0,-168000.0,-12306000.0
Total Revenue,100054000.0,84324000.0,60698000.0,67507000.0
Total Operating Expenses,87713000.0,70664000.0,57885000.0,54377000.0
Cost Of Revenue,24541000.0,21508000.0,15407000.0,17352000.0
Total Other Income Expense Net,118000.0,3170000.0,2770000.0,722000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,10137000.0,13602000.0,5751000.0,26158000.0
Net Income Applicable To Common Shares,10137000.0,13602000.0,5751000.0,26158000.0
