,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,544000000.0,1337000000.0,1413000000.0,1347000000.0
Minority Interest,607000000.0,551000000.0,511000000.0,449000000.0
Net Income,435000000.0,1076000000.0,923000000.0,929000000.0
Selling General Administrative,193000000.0,193000000.0,284000000.0,290000000.0
Gross Profit,-870000000.0,343000000.0,704000000.0,844000000.0
Ebit,579000000.0,1389000000.0,1464000000.0,1421000000.0
Operating Income,579000000.0,1389000000.0,1464000000.0,1421000000.0
Other Operating Expenses,-1642000000.0,-1239000000.0,-1044000000.0,-867000000.0
Interest Expense,-92000000.0,-94000000.0,-82000000.0,-93000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,37000000.0,363000000.0,384000000.0,328000000.0
Total Revenue,7219000000.0,7806000000.0,8078000000.0,8692000000.0
Total Operating Expenses,6640000000.0,6417000000.0,6614000000.0,7271000000.0
Cost Of Revenue,8089000000.0,7463000000.0,7374000000.0,7848000000.0
Total Other Income Expense Net,-35000000.0,-52000000.0,-51000000.0,-74000000.0
Discontinued Operations,-4000000.0,205000000.0,-24000000.0,-9000000.0
Net Income From Continuing Ops,507000000.0,974000000.0,1029000000.0,1019000000.0
Net Income Applicable To Common Shares,435000000.0,1076000000.0,923000000.0,929000000.0
