,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,95109000.0,30795000.0,55226000.0,28762000.0
Minority Interest,,,,
Net Income,66014000.0,22265000.0,38003000.0,19834000.0
Selling General Administrative,16425000.0,16274000.0,11784000.0,12327000.0
Gross Profit,185975000.0,127176000.0,111360000.0,81848000.0
Ebit,78739000.0,56457000.0,63834000.0,46482000.0
Operating Income,78739000.0,56457000.0,63834000.0,46482000.0
Other Operating Expenses,29042000.0,17935000.0,13054000.0,9728000.0
Interest Expense,-11827000.0,-6986000.0,-6799000.0,-4640000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,29095000.0,8530000.0,17223000.0,8928000.0
Total Revenue,478629000.0,395739000.0,300203000.0,208777000.0
Total Operating Expenses,399890000.0,339282000.0,236369000.0,162295000.0
Cost Of Revenue,292654000.0,268563000.0,188843000.0,126929000.0
Total Other Income Expense Net,16370000.0,-25662000.0,-8608000.0,-17720000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,66014000.0,22265000.0,38003000.0,19834000.0
Net Income Applicable To Common Shares,66014000.0,22265000.0,38003000.0,19834000.0
