,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,31719000.0,20892000.0,16343000.0,17383000.0
Minority Interest,251383000.0,9698000.0,9973000.0,9973000.0
Net Income,5500000.0,12303000.0,8566000.0,9078000.0
Selling General Administrative,5389000.0,4598000.0,4598000.0,6515000.0
Gross Profit,53504000.0,38551000.0,34286000.0,58796000.0
Ebit,41749000.0,28049000.0,13891000.0,22819000.0
Operating Income,41749000.0,28049000.0,13891000.0,22819000.0
Other Operating Expenses,6366000.0,5904000.0,20395000.0,29462000.0
Interest Expense,-3646000.0,-4924000.0,-2987000.0,-9706000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,5424000.0,8769000.0,7782000.0,8305000.0
Total Revenue,127429000.0,53406000.0,59216000.0,69032000.0
Total Operating Expenses,85680000.0,25357000.0,45325000.0,46213000.0
Cost Of Revenue,73925000.0,14855000.0,24930000.0,10236000.0
Total Other Income Expense Net,-10030000.0,-7157000.0,2452000.0,-5436000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,26295000.0,12123000.0,8561000.0,9078000.0
Net Income Applicable To Common Shares,5500000.0,12303000.0,8566000.0,9078000.0
