,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,92763000.0,94311000.0,84373000.0,77223000.0
Minority Interest,,,,
Net Income,66201000.0,67385000.0,58519000.0,53834000.0
Selling General Administrative,136912000.0,130309000.0,108702000.0,91086000.0
Gross Profit,320560000.0,271200000.0,232260000.0,200268000.0
Ebit,109982000.0,96442000.0,87296000.0,78552000.0
Operating Income,109982000.0,96442000.0,87296000.0,78552000.0
Other Operating Expenses,48084000.0,27833000.0,22960000.0,19861000.0
Interest Expense,-5178000.0,-1534000.0,-2141000.0,-1182000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,26562000.0,26926000.0,25854000.0,23389000.0
Total Revenue,952244000.0,759967000.0,646765000.0,605733000.0
Total Operating Expenses,842262000.0,663525000.0,559469000.0,527181000.0
Cost Of Revenue,631684000.0,488767000.0,414505000.0,405465000.0
Total Other Income Expense Net,-17219000.0,-2131000.0,-2923000.0,-1329000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,66201000.0,67385000.0,58519000.0,53834000.0
Net Income Applicable To Common Shares,66201000.0,67385000.0,58519000.0,53834000.0
