,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,466200000.0,846800000.0,607928000.0,749665000.0
Minority Interest,483400000.0,479400000.0,90449000.0,82498000.0
Net Income,284000000.0,545500000.0,388348000.0,488947000.0
Selling General Administrative,,,,
Gross Profit,1582200000.0,1536700000.0,1224705000.0,1248034000.0
Ebit,689000000.0,1051100000.0,832703000.0,874098000.0
Operating Income,689000000.0,1051100000.0,832703000.0,874098000.0
Other Operating Expenses,,,,
Interest Expense,-423600000.0,-175400000.0,-116551000.0,-120681000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,157000000.0,274400000.0,196714000.0,198669000.0
Total Revenue,12160300000.0,11552800000.0,9176235000.0,8702506000.0
Total Operating Expenses,11471300000.0,10501700000.0,8343532000.0,7828408000.0
Cost Of Revenue,10578100000.0,10016100000.0,7951530000.0,7454472000.0
Total Other Income Expense Net,-222800000.0,-204300000.0,-224775000.0,-124433000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,309200000.0,572400000.0,411214000.0,550996000.0
Net Income Applicable To Common Shares,272700000.0,532700000.0,376022000.0,476069000.0
