,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,64642000.0,57612000.0,39703000.0,29472000.0
Minority Interest,,,,
Net Income,30881000.0,52893000.0,37489000.0,28077000.0
Selling General Administrative,20315000.0,21607000.0,17110000.0,15032000.0
Gross Profit,94395000.0,86783000.0,70035000.0,53825000.0
Ebit,62977000.0,59334000.0,47629000.0,35008000.0
Operating Income,62977000.0,59334000.0,47629000.0,35008000.0
Other Operating Expenses,,,,
Interest Expense,-582000.0,-1000.0,-2000.0,-4000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,33761000.0,4719000.0,2214000.0,1395000.0
Total Revenue,189124000.0,171819000.0,140176000.0,110865000.0
Total Operating Expenses,126147000.0,112485000.0,92547000.0,75857000.0
Cost Of Revenue,94729000.0,85036000.0,70141000.0,57040000.0
Total Other Income Expense Net,1665000.0,-1722000.0,-7926000.0,-5536000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,30881000.0,52893000.0,37489000.0,28077000.0
Net Income Applicable To Common Shares,30881000.0,52893000.0,37489000.0,28077000.0
