,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,324363000.0,528352000.0,389896000.0,365924000.0
Minority Interest,1627000.0,2195000.0,26308000.0,19908000.0
Net Income,232657000.0,415732000.0,300064000.0,266395000.0
Selling General Administrative,36535000.0,33575000.0,27951000.0,23145000.0
Gross Profit,426205000.0,515427000.0,468449000.0,396411000.0
Ebit,390449000.0,483556000.0,443961000.0,376898000.0
Operating Income,390449000.0,483556000.0,443961000.0,376898000.0
Other Operating Expenses,-779000.0,-1704000.0,-3463000.0,-3632000.0
Interest Expense,-66325000.0,-66689000.0,-62117000.0,-54394000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,91632000.0,109397000.0,81567000.0,94223000.0
Total Revenue,2280407000.0,2354833000.0,2289889000.0,2110415000.0
Total Operating Expenses,1889958000.0,1871277000.0,1845928000.0,1733517000.0
Cost Of Revenue,1854202000.0,1839406000.0,1821440000.0,1714004000.0
Total Other Income Expense Net,-66086000.0,44796000.0,-54065000.0,-10974000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,232731000.0,418955000.0,308329000.0,271701000.0
Net Income Applicable To Common Shares,232657000.0,415732000.0,300064000.0,266395000.0
