,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,408590000.0,314826000.0,338934000.0,237284000.0
Minority Interest,,,,
Net Income,301552000.0,218188000.0,263388000.0,217607000.0
Selling General Administrative,32859000.0,27519000.0,27193000.0,28728000.0
Gross Profit,656513000.0,376778000.0,399961000.0,328532000.0
Ebit,587432000.0,329284000.0,355319000.0,277492000.0
Operating Income,587432000.0,329284000.0,355319000.0,277492000.0
Other Operating Expenses,1812000.0,1901000.0,3544000.0,3254000.0
Interest Expense,-19449000.0,-20711000.0,-21234000.0,-31940000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,107038000.0,96638000.0,75546000.0,19677000.0
Total Revenue,1941863000.0,1509824000.0,1540433000.0,1479876000.0
Total Operating Expenses,1354431000.0,1180540000.0,1185114000.0,1202384000.0
Cost Of Revenue,1285350000.0,1133046000.0,1140472000.0,1151344000.0
Total Other Income Expense Net,-178842000.0,-14458000.0,-16385000.0,-40208000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,301552000.0,218188000.0,263388000.0,217607000.0
Net Income Applicable To Common Shares,301552000.0,218188000.0,263388000.0,217607000.0
