,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-19156000.0,83274000.0,53404000.0,-24263000.0
Minority Interest,,,,
Net Income,-19395000.0,83079000.0,53119000.0,-534000.0
Selling General Administrative,57984000.0,33611000.0,34270000.0,25501000.0
Gross Profit,47771000.0,90489000.0,121104000.0,14737000.0
Ebit,-13527000.0,55803000.0,85347000.0,-11639000.0
Operating Income,-13527000.0,55803000.0,85347000.0,-11639000.0
Other Operating Expenses,3314000.0,1075000.0,1487000.0,875000.0
Interest Expense,-14205000.0,-16353000.0,-48645000.0,-37276000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,239000.0,195000.0,285000.0,-23729000.0
Total Revenue,305111000.0,363541000.0,374105000.0,256976000.0
Total Operating Expenses,318638000.0,307738000.0,288758000.0,268615000.0
Cost Of Revenue,257340000.0,273052000.0,253001000.0,242239000.0
Total Other Income Expense Net,-5629000.0,27471000.0,-31943000.0,-12624000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-19395000.0,83079000.0,53119000.0,-534000.0
Net Income Applicable To Common Shares,-19395000.0,83079000.0,53119000.0,-534000.0
