,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,78092000.0,77692000.0,74372000.0,67501000.0
Minority Interest,,,,
Net Income,57295000.0,57137000.0,50969000.0,49152000.0
Selling General Administrative,144393000.0,148854000.0,142693000.0,123749000.0
Gross Profit,245313000.0,243363000.0,232443000.0,210746000.0
Ebit,79754000.0,77147000.0,73921000.0,67277000.0
Operating Income,79754000.0,77147000.0,73921000.0,67277000.0
Other Operating Expenses,-1273000.0,3483000.0,2865000.0,8137000.0
Interest Expense,-1723000.0,-284000.0,-320000.0,-11000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,20797000.0,20555000.0,23403000.0,18349000.0
Total Revenue,466927000.0,445743000.0,424373000.0,380971000.0
Total Operating Expenses,387173000.0,368596000.0,350452000.0,313694000.0
Cost Of Revenue,221614000.0,202380000.0,191930000.0,170225000.0
Total Other Income Expense Net,-1662000.0,545000.0,451000.0,224000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,57295000.0,57137000.0,50969000.0,49152000.0
Net Income Applicable To Common Shares,57295000.0,57137000.0,50969000.0,49152000.0
