,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,78149000.0,88451000.0,84969000.0,77765000.0
Minority Interest,,,,
Net Income,59066000.0,65128000.0,64096000.0,59755000.0
Selling General Administrative,170000.0,184000.0,10872000.0,9352000.0
Gross Profit,154702000.0,153577000.0,159192000.0,139932000.0
Ebit,92035000.0,97657000.0,94878000.0,83856000.0
Operating Income,92035000.0,97657000.0,94878000.0,83856000.0
Other Operating Expenses,22504000.0,17685000.0,25667000.0,21649000.0
Interest Expense,-8563000.0,-8705000.0,-6380000.0,-5550000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,19083000.0,23323000.0,20873000.0,18010000.0
Total Revenue,542630000.0,508943000.0,464624000.0,429952000.0
Total Operating Expenses,450595000.0,411286000.0,369746000.0,346096000.0
Cost Of Revenue,387928000.0,355366000.0,305432000.0,290020000.0
Total Other Income Expense Net,-13886000.0,-9206000.0,-9909000.0,-6091000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,59066000.0,65128000.0,64096000.0,59755000.0
Net Income Applicable To Common Shares,59066000.0,65128000.0,64096000.0,59755000.0
