,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-767000000.0,532000000.0,240600000.0,24900000.0
Minority Interest,,,,
Net Income,-870000000.0,361000000.0,28700000.0,-20800000.0
Selling General Administrative,2086000000.0,2207000000.0,1746600000.0,1305000000.0
Gross Profit,5224000000.0,5488000000.0,3682400000.0,2179400000.0
Ebit,558000000.0,719000000.0,446700000.0,235000000.0
Operating Income,558000000.0,719000000.0,446700000.0,235000000.0
Other Operating Expenses,2202000000.0,2210000000.0,1241800000.0,460700000.0
Interest Expense,-179000000.0,-193000000.0,-112700000.0,-70300000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,103000000.0,161000000.0,88500000.0,45700000.0
Total Revenue,5224000000.0,5488000000.0,3757300000.0,2234100000.0
Total Operating Expenses,4666000000.0,4769000000.0,3310600000.0,1999100000.0
Cost Of Revenue,0.0,0.0,74900000.0,54700000.0
Total Other Income Expense Net,-1325000000.0,-187000000.0,-206100000.0,-210100000.0
Discontinued Operations,,-10000000.0,-123400000.0,-123400000.0
Net Income From Continuing Ops,-870000000.0,371000000.0,152100000.0,-20800000.0
Net Income Applicable To Common Shares,-870000000.0,361000000.0,28700000.0,-20800000.0
