,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,6690000000.0,4569000000.0,1245000000.0,2967000000.0
Minority Interest,13000000.0,13000000.0,13000000.0,14000000.0
Net Income,4735000000.0,3187000000.0,879000000.0,2093000000.0
Selling General Administrative,114000000.0,95000000.0,70000000.0,56000000.0
Gross Profit,7078000000.0,4850000000.0,1957000000.0,3559000000.0
Ebit,6884000000.0,4712000000.0,1843000000.0,3436000000.0
Operating Income,6884000000.0,4712000000.0,1843000000.0,3436000000.0
Other Operating Expenses,,2000000.0,2000000.0,2000000.0
Interest Expense,-222000000.0,-250000000.0,-340000000.0,-430000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1955000000.0,1382000000.0,367000000.0,874000000.0
Total Revenue,12820000000.0,9965000000.0,6887000000.0,8447000000.0
Total Operating Expenses,5936000000.0,5253000000.0,5044000000.0,5011000000.0
Cost Of Revenue,5742000000.0,5115000000.0,4930000000.0,4888000000.0
Total Other Income Expense Net,-194000000.0,-143000000.0,-598000000.0,-469000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,4735000000.0,3187000000.0,878000000.0,2093000000.0
Net Income Applicable To Common Shares,4735000000.0,3187000000.0,879000000.0,2093000000.0
