,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,242100000.0,583500000.0,661800000.0,447400000.0
Minority Interest,103200000.0,697600000.0,157600000.0,228500000.0
Net Income,161600000.0,427600000.0,523800000.0,655500000.0
Selling General Administrative,789200000.0,789600000.0,773000000.0,629100000.0
Gross Profit,1509900000.0,1405600000.0,1504800000.0,1124200000.0
Ebit,671500000.0,553400000.0,669200000.0,442300000.0
Operating Income,671500000.0,553400000.0,669200000.0,442300000.0
Other Operating Expenses,,,,
Interest Expense,-12900000.0,-15100000.0,-15700000.0,-11900000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,59500000.0,137800000.0,162200000.0,-211000000.0
Total Revenue,2298600000.0,2192400000.0,2306400000.0,1818300000.0
Total Operating Expenses,1627100000.0,1639000000.0,1637200000.0,1376000000.0
Cost Of Revenue,788700000.0,786800000.0,801600000.0,694100000.0
Total Other Income Expense Net,-429400000.0,30100000.0,-7400000.0,5100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,182600000.0,445700000.0,499600000.0,658400000.0
Net Income Applicable To Common Shares,156900000.0,415900000.0,511100000.0,638200000.0
