,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,24716000.0,18943000.0,17721000.0,11428000.0
Effect Of Accounting Charges,,,,
Income Before Tax,135867000.0,176738000.0,99306000.0,96287000.0
Minority Interest,,,,
Net Income,89441000.0,133017000.0,65991000.0,65612000.0
Selling General Administrative,270298000.0,253220000.0,195361000.0,138700000.0
Gross Profit,481671000.0,465439000.0,316967000.0,252222000.0
Ebit,185665000.0,199162000.0,105800000.0,101298000.0
Operating Income,185665000.0,199162000.0,105800000.0,101298000.0
Other Operating Expenses,992000.0,-5886000.0,-1915000.0,796000.0
Interest Expense,-20675000.0,-22761000.0,-11911000.0,-5061000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,46426000.0,43721000.0,33315000.0,30675000.0
Total Revenue,1162411000.0,1103957000.0,769380000.0,601693000.0
Total Operating Expenses,976746000.0,904795000.0,663580000.0,500395000.0
Cost Of Revenue,680740000.0,638518000.0,452413000.0,349471000.0
Total Other Income Expense Net,-49798000.0,-22424000.0,-6494000.0,-5011000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,89441000.0,133017000.0,65991000.0,65612000.0
Net Income Applicable To Common Shares,89441000.0,133017000.0,65991000.0,65612000.0
