,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-12514277.0,-6719606.0,-9539498.0,-5142453.0
Minority Interest,,,,
Net Income,-2659327.0,-10166384.0,-15949191.0,-4681322.0
Selling General Administrative,2920759.0,3094331.0,2678375.0,2956030.0
Gross Profit,453269.0,308438.0,762599.0,429478.0
Ebit,-11780026.0,-8317780.0,-5904544.0,-6258784.0
Operating Income,-11780026.0,-8317780.0,-5904544.0,-6258784.0
Other Operating Expenses,,,,
Interest Expense,-13420.0,-13420.0,-13420.0,-13420.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-1114618.0,49247.0,-272552.0,-461131.0
Total Revenue,453269.0,308438.0,762599.0,429478.0
Total Operating Expenses,12233295.0,8626218.0,6667143.0,6688262.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-734251.0,1598174.0,-3634954.0,1116331.0
Discontinued Operations,8740332.0,-3397531.0,-6682245.0,-6682245.0
Net Income From Continuing Ops,-11399659.0,-6768853.0,-9266946.0,-4681322.0
Net Income Applicable To Common Shares,-2659327.0,-10166384.0,-15949191.0,-4681322.0
