,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,450200000.0,616300000.0,598400000.0,628700000.0
Minority Interest,,,,
Net Income,315000000.0,458700000.0,445100000.0,449500000.0
Selling General Administrative,712300000.0,721000000.0,686100000.0,1072700000.0
Gross Profit,1292800000.0,1441400000.0,1379700000.0,1793300000.0
Ebit,453600000.0,616300000.0,598400000.0,628700000.0
Operating Income,453600000.0,616300000.0,598400000.0,628700000.0
Other Operating Expenses,,,,6400000.0
Interest Expense,-3400000.0,-3400000.0,-3400000.0,-3400000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,134600000.0,178600000.0,174200000.0,179200000.0
Total Revenue,6779400000.0,6765000000.0,6576900000.0,6948100000.0
Total Operating Expenses,6325800000.0,6148700000.0,5978500000.0,6319400000.0
Cost Of Revenue,5486600000.0,5323600000.0,5197200000.0,5154800000.0
Total Other Income Expense Net,-3400000.0,0.0,0.0,0.0
Discontinued Operations,-600000.0,21000000.0,20900000.0,20900000.0
Net Income From Continuing Ops,315600000.0,437700000.0,424200000.0,449500000.0
Net Income Applicable To Common Shares,315000000.0,458700000.0,445100000.0,449500000.0
