,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,7386000.0,159259000.0,124665000.0,104559000.0
Minority Interest,77385000.0,79786000.0,59402000.0,40966000.0
Net Income,-55244000.0,103845000.0,75854000.0,66792000.0
Selling General Administrative,147722000.0,128256000.0,102116000.0,93455000.0
Gross Profit,414882000.0,337769000.0,264225000.0,231651000.0
Ebit,213093000.0,173384000.0,133277000.0,113431000.0
Operating Income,213093000.0,173384000.0,133277000.0,113431000.0
Other Operating Expenses,,,,
Interest Expense,-13684000.0,-14125000.0,-9995000.0,-9096000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,40137000.0,37425000.0,34314000.0,26372000.0
Total Revenue,857083000.0,723214000.0,601027000.0,526405000.0
Total Operating Expenses,643990000.0,549830000.0,467750000.0,412974000.0
Cost Of Revenue,442201000.0,385445000.0,336802000.0,294754000.0
Total Other Income Expense Net,-205707000.0,-14125000.0,-8612000.0,-8872000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-32751000.0,121834000.0,90351000.0,78187000.0
Net Income Applicable To Common Shares,-55244000.0,103845000.0,75854000.0,66792000.0
