,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,693100000.0,810400000.0,283500000.0,307700000.0
Minority Interest,,,,
Net Income,500800000.0,577300000.0,198800000.0,387500000.0
Selling General Administrative,11900000.0,39800000.0,44000000.0,33400000.0
Gross Profit,671500000.0,870300000.0,493600000.0,189200000.0
Ebit,675100000.0,804800000.0,348600000.0,262600000.0
Operating Income,675100000.0,804800000.0,348600000.0,262600000.0
Other Operating Expenses,-44600000.0,23600000.0,11900000.0,1900000.0
Interest Expense,2400000.0,400000.0,-18100000.0,-5100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,192300000.0,233100000.0,84700000.0,-79800000.0
Total Revenue,1728200000.0,2077700000.0,1267400000.0,652600000.0
Total Operating Expenses,1053100000.0,1272900000.0,918800000.0,390000000.0
Cost Of Revenue,1056700000.0,1207400000.0,773800000.0,463400000.0
Total Other Income Expense Net,18000000.0,5600000.0,-65100000.0,45100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,500800000.0,577300000.0,198800000.0,387500000.0
Net Income Applicable To Common Shares,500800000.0,577300000.0,198800000.0,387500000.0
