,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,515078000.0,493337000.0,270610000.0,256127000.0
Minority Interest,,,,
Net Income,396214000.0,376947000.0,211791000.0,196225000.0
Selling General Administrative,39230000.0,37309000.0,44726000.0,32676000.0
Gross Profit,620862000.0,552713000.0,398720000.0,291206000.0
Ebit,571480000.0,507461000.0,349836000.0,256453000.0
Operating Income,571480000.0,507461000.0,349836000.0,256453000.0
Other Operating Expenses,3048000.0,3009000.0,2260000.0,1685000.0
Interest Expense,-1158000.0,-425000.0,-300000.0,-300000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,118864000.0,116390000.0,58819000.0,59902000.0
Total Revenue,694762000.0,615578000.0,450758000.0,338576000.0
Total Operating Expenses,123282000.0,108117000.0,100922000.0,82123000.0
Cost Of Revenue,73900000.0,62865000.0,52038000.0,47370000.0
Total Other Income Expense Net,-56402000.0,-14124000.0,-79226000.0,-326000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,396214000.0,376947000.0,211791000.0,196225000.0
Net Income Applicable To Common Shares,396214000.0,376947000.0,211791000.0,196225000.0
