,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,344632000.0,214784000.0,277772000.0,268504000.0
Minority Interest,,,,
Net Income,258327000.0,154711000.0,194113000.0,215310000.0
Selling General Administrative,66302000.0,50651000.0,48244000.0,31855000.0
Gross Profit,524088000.0,300233000.0,340222000.0,312618000.0
Ebit,409851000.0,225537000.0,275330000.0,265303000.0
Operating Income,409851000.0,225537000.0,275330000.0,265303000.0
Other Operating Expenses,4737000.0,5624000.0,2291000.0,1790000.0
Interest Expense,-13060000.0,-1660000.0,-527000.0,-240000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,86305000.0,60073000.0,83659000.0,79607000.0
Total Revenue,1971653000.0,1401165000.0,964025000.0,869407000.0
Total Operating Expenses,1561802000.0,1175628000.0,688695000.0,604104000.0
Cost Of Revenue,1447565000.0,1100932000.0,623803000.0,556789000.0
Total Other Income Expense Net,-65219000.0,-10753000.0,2442000.0,3201000.0
Discontinued Operations,,,,26413000.0
Net Income From Continuing Ops,258327000.0,154711000.0,194113000.0,188897000.0
Net Income Applicable To Common Shares,258327000.0,154711000.0,194113000.0,215310000.0
