,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,312505000.0,297024000.0,319441000.0,303047000.0
Minority Interest,,,,
Net Income,228999000.0,202100000.0,224620000.0,211791000.0
Selling General Administrative,712061000.0,635587000.0,299730000.0,307809000.0
Gross Profit,1671211000.0,1537360000.0,889095000.0,810099000.0
Ebit,413935000.0,377675000.0,322551000.0,308387000.0
Operating Income,413935000.0,377675000.0,322551000.0,308387000.0
Other Operating Expenses,312767000.0,396026000.0,212967000.0,143947000.0
Interest Expense,-110880000.0,-83304000.0,-5035000.0,-5901000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,83506000.0,94924000.0,94821000.0,91256000.0
Total Revenue,6009878000.0,5463787000.0,2688576000.0,2429307000.0
Total Operating Expenses,5595943000.0,5086112000.0,2366025000.0,2120920000.0
Cost Of Revenue,4338667000.0,3926427000.0,1799481000.0,1619208000.0
Total Other Income Expense Net,-101430000.0,-80651000.0,-3110000.0,-5340000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,228999000.0,202100000.0,224620000.0,211791000.0
Net Income Applicable To Common Shares,228999000.0,202100000.0,224620000.0,211791000.0
