,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,197400000.0,631900000.0,805900000.0,436200000.0
Minority Interest,,,,
Net Income,193900000.0,523500000.0,650100000.0,332900000.0
Selling General Administrative,14500000.0,21300000.0,24900000.0,28100000.0
Gross Profit,423100000.0,594700000.0,549500000.0,515300000.0
Ebit,269400000.0,451000000.0,416500000.0,392900000.0
Operating Income,269400000.0,451000000.0,416500000.0,392900000.0
Other Operating Expenses,25900000.0,20100000.0,18500000.0,16400000.0
Interest Expense,-73700000.0,-79100000.0,-77900000.0,-70300000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,3500000.0,108400000.0,155800000.0,103300000.0
Total Revenue,557600000.0,734900000.0,675700000.0,621400000.0
Total Operating Expenses,288200000.0,283900000.0,259200000.0,228500000.0
Cost Of Revenue,134500000.0,140200000.0,126200000.0,106100000.0
Total Other Income Expense Net,-72000000.0,180900000.0,389400000.0,43300000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,193900000.0,523500000.0,650100000.0,332900000.0
Net Income Applicable To Common Shares,193900000.0,523500000.0,650100000.0,332900000.0
