,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,111372000.0,134659000.0,118034000.0,79720000.0
Minority Interest,1812000.0,2233000.0,2397000.0,6561000.0
Net Income,79172000.0,96978000.0,94656000.0,64044000.0
Selling General Administrative,470480000.0,443866000.0,421621000.0,349375000.0
Gross Profit,680274000.0,607771000.0,569391000.0,460870000.0
Ebit,139036000.0,146805000.0,132188000.0,97968000.0
Operating Income,139036000.0,146805000.0,132188000.0,97968000.0
Other Operating Expenses,-3222000.0,-3222000.0,-3222000.0,-3222000.0
Interest Expense,-19765000.0,-15009000.0,-13452000.0,-9185000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,32655000.0,38127000.0,33655000.0,25988000.0
Total Revenue,1462747000.0,1296582000.0,1236681000.0,1013553000.0
Total Operating Expenses,1323711000.0,1149777000.0,1104493000.0,915585000.0
Cost Of Revenue,782473000.0,688811000.0,667290000.0,552683000.0
Total Other Income Expense Net,-27664000.0,-12146000.0,-14154000.0,-18248000.0
Discontinued Operations,,,9941000.0,10098000.0
Net Income From Continuing Ops,78717000.0,96532000.0,84379000.0,53732000.0
Net Income Applicable To Common Shares,79172000.0,96978000.0,94656000.0,64044000.0
