,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,13510000000.0,15049000000.0,14751000000.0,11137000000.0
Minority Interest,4310000000.0,4584000000.0,5078000000.0,5468000000.0
Net Income,7956000000.0,8306000000.0,3705000000.0,5890000000.0
Selling General Administrative,10972001000.0,11421725000.0,11367687000.0,9803000000.0
Gross Profit,34118001000.0,35455725000.0,35216687000.0,29709000000.0
Ebit,15149000000.0,16079000000.0,15777000000.0,12428000000.0
Operating Income,15149000000.0,16079000000.0,15777000000.0,12428000000.0
Other Operating Expenses,1368000000.0,1603000000.0,1143000000.0,896000000.0
Interest Expense,-881000000.0,-1095000000.0,-1088000000.0,-1050000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,4774000000.0,5529000000.0,7007000000.0,4443000000.0
Total Revenue,42931000000.0,44288000000.0,43129000000.0,35947000000.0
Total Operating Expenses,27782000000.0,28209000000.0,27352000000.0,23519000000.0
Cost Of Revenue,8812999000.0,8832275000.0,7912313000.0,6238000000.0
Total Other Income Expense Net,-1639000000.0,-1030000000.0,-1026000000.0,-1291000000.0
Discontinued Operations,,-335000000.0,-2921000000.0,-472000000.0
Net Income From Continuing Ops,8736000000.0,9520000000.0,7744000000.0,6694000000.0
Net Income Applicable To Common Shares,7956000000.0,8306000000.0,3705000000.0,5890000000.0
