,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-77010000.0,56298000.0,1920000.0,5740000.0
Minority Interest,88215000.0,102877000.0,102877000.0,102877000.0
Net Income,-51991000.0,54616000.0,1920000.0,19439000.0
Selling General Administrative,20522000.0,19180000.0,15438000.0,9578000.0
Gross Profit,5252000.0,37161000.0,4714000.0,-180000.0
Ebit,-35908000.0,4305000.0,-14395000.0,-12473000.0
Operating Income,-35908000.0,4305000.0,-14395000.0,-12473000.0
Other Operating Expenses,3636000.0,5597000.0,143000.0,294000.0
Interest Expense,-17645000.0,-5299000.0,-447000.0,-762000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-9851000.0,1712000.0,0.0,1108000.0
Total Revenue,77079000.0,81149000.0,17379000.0,17199000.0
Total Operating Expenses,112987000.0,76844000.0,31774000.0,29672000.0
Cost Of Revenue,71827000.0,43988000.0,12665000.0,17379000.0
Total Other Income Expense Net,-41102000.0,51993000.0,16315000.0,18213000.0
Discontinued Operations,,,,14784000.0
Net Income From Continuing Ops,-67159000.0,54586000.0,1920000.0,4632000.0
Net Income Applicable To Common Shares,-51991000.0,54616000.0,1920000.0,19439000.0
