,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,5163000000.0,8345000000.0,8400000000.0,8661000000.0
Minority Interest,1000000.0,8000000.0,11000000.0,11000000.0
Net Income,2559000000.0,4798000000.0,5554000000.0,5285000000.0
Selling General Administrative,7128000000.0,6449000000.0,7079000000.0,6688000000.0
Gross Profit,14295000000.0,16608000000.0,18310000000.0,17200000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,6571000000.0,9434000000.0,9659000000.0,9110000000.0
Other Operating Expenses,305000000.0,359000000.0,1426000000.0,1215000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1665000000.0,2440000000.0,2455000000.0,2480000000.0
Total Revenue,14295000000.0,16608000000.0,18310000000.0,17200000000.0
Total Operating Expenses,7724000000.0,7174000000.0,8651000000.0,8090000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-1408000000.0,-1089000000.0,-1259000000.0,-449000000.0
Discontinued Operations,-935000000.0,-1104000000.0,-388000000.0,-893000000.0
Net Income From Continuing Ops,3498000000.0,5905000000.0,5945000000.0,6181000000.0
Net Income Applicable To Common Shares,2520000000.0,4715000000.0,5454000000.0,5187000000.0
