,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,5340000.0,4983000.0,4209000.0,3707000.0
Effect Of Accounting Charges,,,,
Income Before Tax,220769000.0,222899000.0,268324000.0,270578000.0
Minority Interest,,,75936000.0,75936000.0
Net Income,155611000.0,157651000.0,189221000.0,186026000.0
Selling General Administrative,11387000.0,12991000.0,12807000.0,9156000.0
Gross Profit,253195000.0,254171000.0,299165000.0,299093000.0
Ebit,232444000.0,235298000.0,281326000.0,283677000.0
Operating Income,232444000.0,235298000.0,281326000.0,283677000.0
Other Operating Expenses,228000.0,162000.0,99000.0,209000.0
Interest Expense,-239000.0,-239000.0,-239000.0,-239000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,65158000.0,64563000.0,76730000.0,77931000.0
Total Revenue,297205000.0,297772000.0,351954000.0,333335000.0
Total Operating Expenses,64761000.0,62474000.0,70628000.0,49658000.0
Cost Of Revenue,44010000.0,43601000.0,52789000.0,34242000.0
Total Other Income Expense Net,-11675000.0,-12399000.0,-13002000.0,-13099000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,155611000.0,158336000.0,191594000.0,192647000.0
Net Income Applicable To Common Shares,155611000.0,157651000.0,189221000.0,186026000.0
