,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1425000000.0,1279000000.0,2244000000.0,764000000.0
Minority Interest,,,,
Net Income,1015000000.0,905000000.0,1582000000.0,539000000.0
Selling General Administrative,931000000.0,949000000.0,917000000.0,810000000.0
Gross Profit,3639000000.0,3800000000.0,3740000000.0,3386000000.0
Ebit,1289000000.0,1632000000.0,1619000000.0,1544000000.0
Operating Income,1289000000.0,1632000000.0,1619000000.0,1544000000.0
Other Operating Expenses,547000000.0,474000000.0,537000000.0,471000000.0
Interest Expense,-120000000.0,-137000000.0,-165000000.0,-173000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,410000000.0,374000000.0,662000000.0,225000000.0
Total Revenue,12160000000.0,13246000000.0,12816000000.0,12584000000.0
Total Operating Expenses,10871000000.0,11614000000.0,11197000000.0,11040000000.0
Cost Of Revenue,8521000000.0,9446000000.0,9076000000.0,9198000000.0
Total Other Income Expense Net,136000000.0,-353000000.0,625000000.0,-780000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1015000000.0,905000000.0,1582000000.0,539000000.0
Net Income Applicable To Common Shares,1015000000.0,905000000.0,1582000000.0,539000000.0
