,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,230057000.0,193015000.0,197282000.0,189568000.0
Minority Interest,-4073000.0,-3071000.0,21352000.0,20328000.0
Net Income,162518000.0,137700000.0,137274000.0,133279000.0
Selling General Administrative,324848000.0,341805000.0,327423000.0,295591000.0
Gross Profit,917808000.0,806290000.0,786638000.0,745277000.0
Ebit,260117000.0,225568000.0,214256000.0,211601000.0
Operating Income,260117000.0,225568000.0,214256000.0,211601000.0
Other Operating Expenses,258602000.0,207197000.0,211307000.0,209003000.0
Interest Expense,-31783000.0,-27261000.0,-22502000.0,-21104000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,68541000.0,56288000.0,58013000.0,56722000.0
Total Revenue,8765540000.0,6930360000.0,6986731000.0,7625854000.0
Total Operating Expenses,8505423000.0,6704792000.0,6772475000.0,7414253000.0
Cost Of Revenue,7847732000.0,6124070000.0,6200093000.0,6880577000.0
Total Other Income Expense Net,-30060000.0,-32553000.0,-16974000.0,-22033000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,161516000.0,136727000.0,139269000.0,132846000.0
Net Income Applicable To Common Shares,162518000.0,137700000.0,137274000.0,133279000.0
