,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-725600000.0,521700000.0,780900000.0,863446000.0
Minority Interest,273600000.0,13500000.0,13057000.0,13483000.0
Net Income,-484900000.0,382800000.0,560416000.0,619085000.0
Selling General Administrative,1461600000.0,1329500000.0,1285470000.0,1149931000.0
Gross Profit,1205800000.0,1918400000.0,2124348000.0,2160426000.0
Ebit,-265200000.0,580100000.0,822208000.0,950809000.0
Operating Income,-265200000.0,580100000.0,822208000.0,950809000.0
Other Operating Expenses,9400000.0,8800000.0,16670000.0,59686000.0
Interest Expense,-100300000.0,-112200000.0,-52493000.0,-53416000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-245800000.0,137900000.0,219310000.0,242694000.0
Total Revenue,15406300000.0,22307100000.0,21731342000.0,16285810000.0
Total Operating Expenses,15671500000.0,21727000000.0,20909134000.0,15335001000.0
Cost Of Revenue,14200500000.0,20388700000.0,19606994000.0,14125384000.0
Total Other Income Expense Net,-460400000.0,-58400000.0,-41308000.0,-87363000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-479800000.0,383800000.0,561590000.0,620752000.0
Net Income Applicable To Common Shares,-484900000.0,382800000.0,560416000.0,619085000.0
