,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1152709000.0,798182000.0,394310000.0,196079000.0
Minority Interest,,,,
Net Income,787705000.0,560080000.0,273943000.0,132426000.0
Selling General Administrative,60736000.0,45365000.0,31565000.0,24185000.0
Gross Profit,1791520000.0,1063645000.0,624366000.0,428537000.0
Ebit,1299231000.0,815042000.0,391317000.0,206283000.0
Operating Income,1299231000.0,815042000.0,391317000.0,206283000.0
Other Operating Expenses,34086000.0,848000.0,1152000.0,1003000.0
Interest Expense,-3525000.0,-922000.0,-1496000.0,-9592000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,365004000.0,238102000.0,120367000.0,38749000.0
Total Revenue,2460104000.0,1379988000.0,915911000.0,747495000.0
Total Operating Expenses,1160873000.0,564946000.0,524594000.0,541212000.0
Cost Of Revenue,668584000.0,316343000.0,291545000.0,318958000.0
Total Other Income Expense Net,-146522000.0,-16860000.0,2993000.0,-10204000.0
Discontinued Operations,,,,-24904000.0
Net Income From Continuing Ops,787705000.0,560080000.0,273943000.0,157330000.0
Net Income Applicable To Common Shares,787705000.0,560080000.0,273943000.0,132426000.0
