,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,115400000.0,84200000.0,53372000.0,35609000.0
Effect Of Accounting Charges,,,,
Income Before Tax,181800000.0,76400000.0,57152000.0,44164000.0
Minority Interest,,,419000.0,1636000.0
Net Income,160800000.0,54100000.0,40799000.0,31860000.0
Selling General Administrative,148700000.0,112500000.0,65917000.0,49083000.0
Gross Profit,345900000.0,281600000.0,182926000.0,127704000.0
Ebit,81800000.0,84900000.0,63637000.0,43012000.0
Operating Income,81800000.0,84900000.0,63637000.0,43012000.0
Other Operating Expenses,,,,
Interest Expense,-12700000.0,-7300000.0,-2676000.0,-568000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,21000000.0,22300000.0,16358000.0,11972000.0
Total Revenue,429400000.0,348300000.0,221598000.0,153759000.0
Total Operating Expenses,347600000.0,263400000.0,157961000.0,110747000.0
Cost Of Revenue,83500000.0,66700000.0,38672000.0,26055000.0
Total Other Income Expense Net,100000000.0,-8500000.0,-6485000.0,1152000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,160800000.0,54100000.0,40794000.0,32192000.0
Net Income Applicable To Common Shares,160800000.0,54100000.0,40799000.0,31860000.0
