,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-306000000.0,1018000000.0,1106000000.0,-585000000.0
Minority Interest,,,,
Net Income,-357000000.0,674000000.0,630000000.0,-360000000.0
Selling General Administrative,93000000.0,66000000.0,89000000.0,99000000.0
Gross Profit,745000000.0,1319000000.0,1331000000.0,797000000.0
Ebit,583000000.0,1136000000.0,1063000000.0,-333000000.0
Operating Income,583000000.0,1136000000.0,1063000000.0,-333000000.0
Other Operating Expenses,-105000000.0,-48000000.0,19000000.0,7000000.0
Interest Expense,-196000000.0,-243000000.0,-212000000.0,-249000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,51000000.0,344000000.0,476000000.0,-225000000.0
Total Revenue,3387000000.0,4033000000.0,3660000000.0,3100000000.0
Total Operating Expenses,2804000000.0,2897000000.0,2597000000.0,3433000000.0
Cost Of Revenue,2642000000.0,2714000000.0,2329000000.0,2303000000.0
Total Other Income Expense Net,-889000000.0,-118000000.0,43000000.0,-252000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-357000000.0,674000000.0,630000000.0,-360000000.0
Net Income Applicable To Common Shares,-357000000.0,674000000.0,630000000.0,-360000000.0
