,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,42330000.0,735868000.0,758889000.0,475426000.0
Minority Interest,,,,
Net Income,30036000.0,527898000.0,524510000.0,406445000.0
Selling General Administrative,371894000.0,350316000.0,319028000.0,336370000.0
Gross Profit,687610000.0,1361584000.0,1327052000.0,1058442000.0
Ebit,80577000.0,789112000.0,792783000.0,526585000.0
Operating Income,80577000.0,789112000.0,792783000.0,526585000.0
Other Operating Expenses,4297000.0,2343000.0,2182000.0,1882000.0
Interest Expense,-32441000.0,-27216000.0,-24936000.0,-35455000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,12294000.0,207970000.0,234379000.0,70059000.0
Total Revenue,1725104000.0,2491874000.0,2264213000.0,1780940000.0
Total Operating Expenses,1644527000.0,1702762000.0,1471430000.0,1254355000.0
Cost Of Revenue,1037494000.0,1130290000.0,937161000.0,722498000.0
Total Other Income Expense Net,-38247000.0,-53244000.0,-33894000.0,-51159000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,30036000.0,527898000.0,524510000.0,405367000.0
Net Income Applicable To Common Shares,30036000.0,527898000.0,524510000.0,406445000.0
