,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,155700000.0,61184000.0,50886000.0,45219000.0
Minority Interest,7500000.0,3482000.0,16695000.0,17136000.0
Net Income,134800000.0,24017000.0,22659000.0,16993000.0
Selling General Administrative,70600000.0,69928000.0,57094000.0,45325000.0
Gross Profit,306000000.0,381049000.0,293551000.0,201885000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,155800000.0,63876000.0,50689000.0,45193000.0
Other Operating Expenses,47100000.0,247245000.0,185768000.0,111367000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,21000000.0,4839000.0,10902000.0,7103000.0
Total Revenue,494200000.0,399049000.0,309551000.0,216885000.0
Total Operating Expenses,338400000.0,335173000.0,258862000.0,171692000.0
Cost Of Revenue,188200000.0,18000000.0,16000000.0,15000000.0
Total Other Income Expense Net,-100000.0,-2692000.0,197000.0,26000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,134700000.0,56345000.0,39984000.0,38116000.0
Net Income Applicable To Common Shares,134800000.0,24017000.0,22659000.0,16993000.0
