,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2796000000.0,3072000000.0,5139000000.0,5647000000.0
Minority Interest,674000000.0,-19000000.0,-13000000.0,19000000.0
Net Income,1819000000.0,2154000000.0,3591000000.0,3891000000.0
Selling General Administrative,524000000.0,1659000000.0,1415000000.0,1054000000.0
Gross Profit,10706000000.0,11492000000.0,12360000000.0,13273000000.0
Ebit,1978000000.0,2675000000.0,3762000000.0,4586000000.0
Operating Income,1978000000.0,2675000000.0,3762000000.0,4586000000.0
Other Operating Expenses,2866000000.0,2876000000.0,2713000000.0,3192000000.0
Interest Expense,-730000000.0,-687000000.0,-676000000.0,-751000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,957000000.0,923000000.0,1582000000.0,1773000000.0
Total Revenue,23710000000.0,25259000000.0,25848000000.0,26013000000.0
Total Operating Expenses,21732000000.0,22584000000.0,22086000000.0,21427000000.0
Cost Of Revenue,13004000000.0,13767000000.0,13488000000.0,12740000000.0
Total Other Income Expense Net,818000000.0,397000000.0,1377000000.0,1061000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1839000000.0,2149000000.0,3557000000.0,3874000000.0
Net Income Applicable To Common Shares,1819000000.0,2154000000.0,3591000000.0,3891000000.0
