,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,661288000.0,574559000.0,530172000.0,639806000.0
Minority Interest,30983000.0,30383000.0,26926000.0,22448000.0
Net Income,480541000.0,402317000.0,375378000.0,448976000.0
Selling General Administrative,1143900000.0,1258222000.0,1242827000.0,1140521000.0
Gross Profit,739642000.0,723385000.0,667421000.0,597521000.0
Ebit,717404000.0,468543000.0,454951000.0,502566000.0
Operating Income,717404000.0,468543000.0,454951000.0,502566000.0
Other Operating Expenses,-1121662000.0,-1003380000.0,-1030357000.0,-1045566000.0
Interest Expense,-58367000.0,-26838000.0,-23827000.0,-18667000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,175265000.0,165557000.0,150122000.0,186840000.0
Total Revenue,2294913000.0,2234118000.0,1993760000.0,1833123000.0
Total Operating Expenses,1577509000.0,1765575000.0,1538809000.0,1330557000.0
Cost Of Revenue,1555271000.0,1510733000.0,1326339000.0,1235602000.0
Total Other Income Expense Net,-56116000.0,106016000.0,75221000.0,137240000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,486023000.0,409002000.0,380050000.0,452966000.0
Net Income Applicable To Common Shares,480541000.0,402317000.0,375378000.0,448976000.0
