,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,302228000.0,188408000.0,139863000.0,122077000.0
Minority Interest,48522000.0,43295000.0,30979000.0,36791000.0
Net Income,285097000.0,185886000.0,133498000.0,108273000.0
Selling General Administrative,29483000.0,27448000.0,30460000.0,27562000.0
Gross Profit,239639000.0,206413000.0,184290000.0,184115000.0
Ebit,207675000.0,173386000.0,147233000.0,152111000.0
Operating Income,207675000.0,173386000.0,147233000.0,152111000.0
Other Operating Expenses,,,,
Interest Expense,-35826000.0,-40056000.0,-41757000.0,-50930000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,10140000.0,-1684000.0,6644000.0,14710000.0
Total Revenue,317499000.0,300724000.0,320925000.0,387831000.0
Total Operating Expenses,109824000.0,127338000.0,173692000.0,235720000.0
Cost Of Revenue,77860000.0,94311000.0,136635000.0,203716000.0
Total Other Income Expense Net,94553000.0,15022000.0,-7370000.0,-30034000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,292088000.0,190092000.0,133219000.0,107367000.0
Net Income Applicable To Common Shares,285097000.0,185886000.0,133498000.0,108273000.0
