,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2374000000.0,2799000000.0,2134000000.0,3929000000.0
Minority Interest,,,,
Net Income,1697000000.0,5510000000.0,1197000000.0,2873000000.0
Selling General Administrative,5871000000.0,6439000000.0,6090000000.0,12485000000.0
Gross Profit,11330000000.0,10461000000.0,10247000000.0,19880000000.0
Ebit,2787000000.0,2506000000.0,2544000000.0,3788000000.0
Operating Income,2787000000.0,2506000000.0,2544000000.0,3788000000.0
Other Operating Expenses,1120000000.0,979000000.0,1092000000.0,2432000000.0
Interest Expense,-355000000.0,-156000000.0,-186000000.0,-219000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,752000000.0,859000000.0,725000000.0,1169000000.0
Total Revenue,30846000000.0,27920000000.0,26763000000.0,64913000000.0
Total Operating Expenses,28059000000.0,25414000000.0,24219000000.0,61125000000.0
Cost Of Revenue,19516000000.0,17459000000.0,16516000000.0,45033000000.0
Total Other Income Expense Net,-413000000.0,293000000.0,-410000000.0,141000000.0
Discontinued Operations,75000000.0,3570000000.0,-212000000.0,113000000.0
Net Income From Continuing Ops,1622000000.0,1940000000.0,1409000000.0,2760000000.0
Net Income Applicable To Common Shares,1697000000.0,5510000000.0,1197000000.0,2873000000.0
