,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,31045000.0,8379000.0,50884000.0,198038000.0
Minority Interest,,,,
Net Income,21268000.0,4447000.0,28768000.0,138748000.0
Selling General Administrative,259679000.0,237571000.0,205937000.0,124303000.0
Gross Profit,289048000.0,282394000.0,275685000.0,162312000.0
Ebit,38365000.0,53354000.0,76926000.0,44484000.0
Operating Income,38365000.0,53354000.0,76926000.0,44484000.0
Other Operating Expenses,-8996000.0,-8531000.0,-7178000.0,-6475000.0
Interest Expense,-8965000.0,-17788000.0,-9795000.0,-2542000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,9777000.0,3932000.0,22116000.0,59290000.0
Total Revenue,1493219000.0,1419952000.0,1252041000.0,1226663000.0
Total Operating Expenses,1454854000.0,1366598000.0,1175115000.0,1182179000.0
Cost Of Revenue,1204171000.0,1137558000.0,976356000.0,1064351000.0
Total Other Income Expense Net,-7320000.0,-44975000.0,-26042000.0,153554000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,21268000.0,4447000.0,28768000.0,138748000.0
Net Income Applicable To Common Shares,21268000.0,4447000.0,28768000.0,138748000.0
