,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,122259000.0,152694000.0,134328000.0,126664000.0
Minority Interest,,,,
Net Income,116957000.0,147652000.0,130007000.0,122377000.0
Selling General Administrative,4528000.0,4220000.0,4116000.0,3581000.0
Gross Profit,126787000.0,157038000.0,138534000.0,130245000.0
Ebit,122259000.0,152818000.0,134418000.0,126664000.0
Operating Income,122259000.0,152818000.0,134418000.0,126664000.0
Other Operating Expenses,,,,
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,5302000.0,5042000.0,4321000.0,4287000.0
Total Revenue,126787000.0,157038000.0,138534000.0,130245000.0
Total Operating Expenses,4528000.0,4220000.0,4116000.0,3581000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,0.0,-124000.0,-90000.0,0.0
Discontinued Operations,,,,
Net Income From Continuing Ops,116957000.0,147652000.0,130007000.0,122377000.0
Net Income Applicable To Common Shares,116957000.0,147652000.0,130007000.0,122377000.0
