Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-02-16,2.261610269546509,2.261610269546509,2.261610269546509,2.261610269546509,869,0.0,0.0
2018-02-19,2.261610269546509,2.261610269546509,2.261610269546509,2.261610269546509,0,0.0,0.0
2018-02-20,2.261610269546509,2.261610269546509,2.261610269546509,2.261610269546509,0,0.0,0.0
2018-02-21,2.261610269546509,2.261610269546509,2.261610269546509,2.261610269546509,0,0.0,0.0
2018-02-22,2.261610269546509,2.261610269546509,2.261610269546509,2.261610269546509,0,0.0,0.0
2018-02-23,2.261610269546509,2.261610269546509,2.261610269546509,2.261610269546509,0,0.0,0.0
2018-02-26,2.261610269546509,2.261610269546509,2.261610269546509,2.261610269546509,0,0.0,0.0
2018-02-27,2.261610269546509,2.261610269546509,2.261610269546509,2.261610269546509,0,0.0,0.0
2018-02-28,2.261610269546509,2.261610269546509,2.261610269546509,2.261610269546509,0,0.0,0.0
2018-03-01,2.0241463038213516,2.0241463038213516,1.97891366481781,1.97891366481781,5214,0.0,0.0
2018-03-02,1.97891366481781,1.97891366481781,1.97891366481781,1.97891366481781,0,0.0,0.0
2018-03-05,1.97891366481781,1.97891366481781,1.97891366481781,1.97891366481781,0,0.0,0.0
2018-03-06,1.97891366481781,1.97891366481781,1.97891366481781,1.97891366481781,0,0.0,0.0
2018-03-07,1.97891366481781,1.97891366481781,1.97891366481781,1.97891366481781,0,0.0,0.0
2018-03-08,1.97891366481781,1.97891366481781,1.97891366481781,1.97891366481781,0,0.0,0.0
2018-03-09,1.97891366481781,1.97891366481781,1.97891366481781,1.97891366481781,0,0.0,0.0
2018-03-12,1.97891366481781,1.97891366481781,1.97891366481781,1.97891366481781,0,0.0,0.0
2018-03-13,1.97891366481781,1.97891366481781,1.97891366481781,1.97891366481781,0,0.0,0.0
2018-03-14,1.97891366481781,1.97891366481781,1.97891366481781,1.97891366481781,0,0.0,0.0
2018-03-15,1.97891366481781,1.97891366481781,1.97891366481781,1.97891366481781,0,0.0,0.0
