Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-06-27,34.762645366777605,35.554703917935136,34.48262223144705,35.25868225097656,3161220,0.0,0
2016-06-28,34.6826401635765,35.4667025622849,34.538628951731305,35.362693786621094,2643954,0.0,0
2016-06-29,36.06674878683885,36.19475841567986,35.70672075197656,35.86673355102539,2418836,0.0,0
2016-06-30,36.45077192914323,36.75479284223651,36.10674553359942,36.402767181396484,2160899,0.0,0
2016-07-01,37.01081708730391,37.45885230450074,36.74279740961922,36.85880661010742,2000191,0.0,0
2016-07-04,36.85880252369196,38.38691860058341,36.85880252369196,38.226905822753906,2105030,0.0,0
2016-07-05,38.39491693042144,38.59093096061011,38.05089056201462,38.218902587890625,1958477,0.0,0
2016-07-06,37.402846688209664,37.73887079777951,37.12282659690146,37.45085144042969,2010155,0.0,0
2016-07-07,38.122900031565315,38.234908060214565,37.57885841927762,37.906883239746094,2096555,0.0,0
2016-07-08,37.6028619707453,38.642940521240234,37.594862704691,38.642940521240234,2222209,0.0,0
2016-07-11,38.88295715085827,39.619014739990234,38.8509570354969,39.619014739990234,2360318,0.0,0
2016-07-12,39.81903577991033,39.971046269069944,39.475009310557624,39.523014068603516,1938453,0.0,0
2016-07-13,39.96303775930006,40.791100569134656,39.92303532950891,40.6270866394043,2044134,0.0,0
2016-07-14,40.259065691514195,40.44307933889231,39.88303607835572,40.16305923461914,1367348,0.0,0
2016-07-15,40.3230659825841,40.83510441187575,40.3230659825841,40.44307327270508,1232317,0.0,0
2016-07-18,40.40307751124096,40.4590815329389,40.02704789242024,40.115055084228516,1236206,0.0,0
2016-07-19,39.68301901640975,40.4830799082889,39.138977365772725,39.194984436035156,1992147,0.0,0
2016-07-20,38.402923583984375,38.794954771779885,38.15490360378802,38.402923583984375,2481601,0.0,0
2016-07-21,38.562935228987655,38.98696652097848,38.40292244174902,38.81895446777344,2400732,0.0,0
2016-07-22,38.802955613333125,39.33899497850012,38.53093477148994,38.682945251464844,1880829,0.0,0
2016-07-25,38.64294034531441,38.874958735704176,38.3149155027596,38.514930725097656,1472423,0.0,0
2016-07-26,38.38692103203424,38.946964263916016,38.162904960077555,38.946964263916016,1771267,0.0,0
2016-07-27,39.547008848455256,39.99504403210804,39.338991314191816,39.68301773071289,2239156,0.0,0
2016-07-28,39.86703594005622,40.731100121295675,39.86703594005622,40.51508331298828,2426956,0.0,0
2016-07-29,40.763100312003374,40.763100312003374,39.61501191060196,39.65101623535156,5668169,0.0,0
