Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-06-27,5.0430426597595215,5.0827516198073805,4.933842782943838,5.0430426597595215,925808,0.0,0
2016-06-28,5.112533237489128,5.152242194903683,4.923915453085936,4.943769931793213,1436524,0.0,0
2016-06-29,5.082751001228688,5.162168911659123,5.082751001228688,5.142314434051514,867508,0.0,0
2016-06-30,5.162169399136692,5.162169399136692,5.062897001724088,5.072824478149414,846785,0.0,0
2016-07-01,5.033115045116054,5.261441774343049,5.0132605675036235,5.21180534362793,1066014,0.0,0
2016-07-04,5.261442036874241,5.519550258714715,5.261442036874241,5.43020486831665,1201610,0.0,0
2016-07-05,5.479841443230307,5.54933235682246,5.400423526763916,5.400423526763916,559554,0.0,0
2016-07-06,5.569186886360211,5.74787720002738,5.569186886360211,5.628750324249268,523772,0.0,0
2016-07-07,5.638677186999361,5.737950054380681,5.598968229394079,5.658531665802002,765197,0.0,0
2016-07-08,5.459986687197888,5.459986687197888,5.38056877475936,5.390495777130127,830979,0.0,0
2016-07-11,5.420278005880514,5.469914440356069,5.3805690476473185,5.400423526763916,838367,0.0,0
2016-07-12,5.450059211459023,5.4996956434171524,5.38056877475936,5.390495777130127,956358,0.0,0
2016-07-13,5.261442518889157,5.330932963682207,5.1820241238328615,5.291224002838135,862862,0.0,0
2016-07-14,5.261441773065252,5.261441773065252,5.132387431931752,5.142314434051514,1508126,0.0,0
2016-07-15,5.062897358634473,5.102606320398809,4.9437704733414645,4.963624954223633,2397858,0.0,0
2016-07-18,4.933842458370195,5.003333370566549,4.844497540824154,4.874279022216797,649694,0.0,0
2016-07-19,4.765079631991618,4.874279028393844,4.755152155936082,4.804788589477539,500474,0.0,0
2016-07-20,4.735298091625641,4.765080049030649,4.68566165374001,4.7154436111450195,570056,0.0,0
2016-07-21,4.536752970737689,4.566534452699628,4.477189533445691,4.546679973602295,594762,0.0,0
2016-07-22,4.626097957354892,4.655879913118624,4.566534519195557,4.566534519195557,544436,0.0,0
2016-07-25,4.566534668238698,4.566534668238698,4.467262268066406,4.467262268066406,361178,0.0,0
2016-07-26,4.457334659365549,4.526825574112321,4.397771221026087,4.427553176879883,534366,0.0,0
2016-07-27,4.497043812613882,4.53675276904317,4.467261858607865,4.48711633682251,268409,0.0,0
2016-07-28,4.755151951765588,4.8246428610662955,4.725370471613921,4.814715385437012,648816,0.0,0
2016-07-29,4.695588999886144,4.735297959741441,4.665807043310602,4.675734519958496,492045,0.0,0
2016-08-01,4.735298091625641,4.874279454989989,4.705516134220631,4.7154436111450195,556606,0.0,0
