Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-06-27,9.566591710492995,9.854742380115534,9.5583586547558,9.755948066711426,16119,0.0,0
2016-06-28,9.665386310910614,9.714783861653233,9.591290377370404,9.632454872131348,24274,0.0,0
2016-06-29,9.673618013141601,9.854741293654438,9.525426166799521,9.780645370483398,22725,0.0,0
2016-06-30,9.75594879550255,9.854743116286812,9.624222249309396,9.82181167602539,58136,0.0,0
2016-07-01,9.854742114691218,10.044097680662201,9.73124863740166,9.797111511230469,62367,0.0,0
2016-07-04,9.71478303467401,10.002932903176742,9.71478303467401,9.920604705810547,33763,0.0,0
2016-07-05,9.838275815972642,9.920604799261735,9.838275815972642,9.879440307617188,14644,0.0,0
2016-07-06,9.871206618166156,9.879439672995677,9.7230155569714,9.780645370483398,8285,0.0,0
2016-07-07,9.838275260086068,9.838275260086068,9.632453598640137,9.731247901916504,30315,0.0,0
2016-07-08,9.681851083345185,9.813576820237392,9.640686594279538,9.788878440856934,24690,0.0,0
2016-07-11,9.838276003660322,9.879440496090176,9.764180074316064,9.797111511230469,14269,0.0,0
2016-07-12,9.821810912794037,9.862974621061472,9.64068761285718,9.739481925964355,20332,0.0,0
2016-07-13,9.805343001944843,9.85474054200696,9.657151166905752,9.714781761169434,10755,0.0,0
2016-07-14,9.772412284539636,9.772412284539636,9.63245349347269,9.764179229736328,17192,0.0,0
2016-07-15,9.76418041848926,9.76418041848926,9.632454666188499,9.706550598144531,19019,0.0,0
2016-07-18,9.706549416407816,9.797110663802236,9.706549416407816,9.764179229736328,20174,0.0,0
2016-07-19,9.961770045071459,10.044098249445913,9.369003361897203,9.632454872131348,1877742,0.0,0
2016-07-20,9.838276904302967,9.854743016841251,9.533660888671875,9.533660888671875,106044,0.0,0
2016-07-21,9.476029630564977,9.723015785217285,9.476029630564977,9.723015785217285,215365,0.0,0
2016-07-22,9.714782471211123,9.764179229736328,9.690084091948522,9.764179229736328,29967,0.0,0
2016-07-25,9.780645159204283,9.887672514234103,9.731247616441555,9.846508026123047,123460,0.0,0
2016-07-26,9.830042022371877,10.109959602355957,9.797110588558887,10.109959602355957,87772,0.0,0
2016-07-27,10.109959907936979,10.109959907936979,9.912371299086772,10.00293254852295,24067,0.0,0
2016-07-28,10.044098560537282,10.249920255569387,9.895907474014436,10.16759204864502,76433,0.0,0
2016-07-29,10.002933767343826,10.002933767343826,9.86297495606796,9.961770057678223,69410,0.0,0
2016-08-01,9.969999516782076,9.969999516782076,9.797109315443787,9.904136657714844,8037,0.0,0
2016-08-02,9.912371650529717,9.99470063304328,9.879440214553767,9.920604705810547,36775,0.0,0
2016-08-03,9.797111324328096,9.96176929090628,9.797111324328096,9.879440307617188,67523,0.0,0
2016-08-04,9.838275909423828,9.879440401459386,9.79711141738827,9.838275909423828,36162,0.0,0
2016-08-05,9.838273798647611,9.978232570452283,9.838273798647611,9.904136657714844,16343,0.0,0
2016-08-08,9.945301140918668,9.978232570452283,9.895904389191848,9.904136657714844,19054,0.0,0
2016-08-09,9.994700493899419,9.994700493899419,9.912371512532022,9.9370698928833,25611,0.0,0
2016-08-10,9.994701385498047,10.00293365625128,9.920605452686974,9.994701385498047,14859,0.0,0
2016-08-11,9.879441068052149,10.044098262156865,9.830043517247017,9.961770057678223,59304,0.0,0
2016-08-12,9.978234623825578,10.274617550619354,9.978234623825578,10.192289352416992,83603,0.0,0
2016-08-15,10.291083413157564,10.291083413157564,10.192289106608934,10.24168586730957,47607,0.0,0
2016-08-16,10.233453859149401,10.258152240131714,10.134659550072778,10.200522422790527,62470,0.0,0
2016-08-17,10.12642572748229,10.200521649962832,9.961768558162927,10.118192672729492,11636,0.0,0
2016-08-18,10.167590971471022,10.216987733362963,9.904138695840292,10.192289352416992,10633,0.0,0
2016-08-19,10.208756043737406,10.208756043737406,9.920606133759058,10.035865783691406,193814,0.0,0
2016-08-22,10.085262313327592,10.126426806329837,10.011166382953029,10.09349536895752,9859,0.0,0
2016-08-23,10.085262643530013,10.11819408198054,9.533660460623109,9.673619270324707,43523,0.0,0
2016-08-24,9.591289109321485,10.002932432213347,9.023221669195538,9.731247901916504,70347,0.0,0
2016-08-25,9.83827578601754,9.862974166870117,9.71478309660728,9.862974166870117,26950,0.0,0
2016-08-26,9.76417872624341,9.912370564472106,9.648919105529785,9.648919105529785,19366,0.0,0
2016-08-29,9.640687190689944,9.648920246041866,9.270208336474514,9.566591262817383,21220,0.0,0
2016-08-30,9.673618203588253,9.68185125857986,9.2784409857592,9.401933670043945,48812,0.0,0
2016-08-31,9.36077000571822,9.50896186804617,9.31960551227741,9.42663288116455,23085,0.0,0
2016-09-01,9.44309826770012,9.44309826770012,9.278441091724204,9.369002342224121,37411,0.0,0
2016-09-02,9.385467544692286,9.426632034435574,9.319604675161958,9.39370059967041,13154,0.0,0
2016-09-05,9.418399730696404,9.517194828019417,9.352536855912662,9.46779727935791,18274,0.0,0
2016-09-06,9.467796725830421,9.467796725830421,9.286673438190668,9.319604873657227,57578,0.0,0
2016-09-07,9.311372741860156,9.418399319854558,9.171413942763026,9.303139686584473,29545,0.0,0
2016-09-08,9.30314022211668,9.327838604218114,9.056154045660103,9.130249977111816,110289,0.0,0
2016-09-09,9.09731682961468,9.09731682961468,8.850330699573863,9.05615234375,154632,0.0,0
