Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-06-27,6.16338239965119,6.18690655016621,6.037918892569099,6.092809200286865,840963,0.0,0
2016-06-28,6.053601426574434,6.061443058889251,5.896772519374167,5.967345714569092,1034449,0.0,0
2016-06-29,6.100650309767173,6.155540238866995,6.053601264953613,6.053601264953613,744223,0.0,0
2016-06-30,6.163383250358416,6.179066144169621,6.100651675113597,6.139858722686768,981894,0.0,0
2016-07-01,6.179065034729695,6.429991290655617,6.179065034729695,6.422149658203125,1492868,0.0,0
2016-07-04,6.390783083367548,6.398624714847203,6.312369012028415,6.382942199707031,398564,0.0,0
2016-07-05,6.398625978981727,6.414309245039476,6.241797057500662,6.273162841796875,898845,0.0,0
2016-07-06,6.2731620242836605,6.422149293319954,6.241796244075009,6.296686172485352,847546,0.0,0
2016-07-07,6.328052384326408,6.36725979921633,6.2888457172557235,6.351577281951904,879484,0.0,0
2016-07-08,6.35157698619847,6.4299910645078215,6.35157698619847,6.414308547973633,479953,0.0,0
2016-07-11,6.46919870376587,6.547613532636179,6.445674554232469,6.469198703765869,727560,0.0,0
2016-07-12,6.524088811369089,6.641711057849184,6.508406293863294,6.5789794921875,1067293,0.0,0
2016-07-13,6.6103450218751165,6.688759102039728,6.586820124788433,6.633869171142578,717424,0.0,0
2016-07-14,6.688758284586044,6.712283178797677,6.63386836039716,6.704441547393799,535117,0.0,0
2016-07-15,6.735808935469397,6.81422302479665,6.704443150174633,6.76717472076416,630183,0.0,0
2016-07-18,6.782857502976603,6.876955610335369,6.767174983629701,6.814223289489746,645524,0.0,0
2016-07-19,6.83774787799245,6.845588763398177,6.767174674605779,6.7750163078308105,603981,0.0,0
2016-07-20,6.775015757410996,6.861271472420786,6.775015757410996,6.845588207244873,692148,0.0,0
2016-07-21,6.900479019513811,6.955368953040796,6.876954869119283,6.91616153717041,793585,0.0,0
2016-07-22,6.884795440072579,6.908320337213566,6.837747141429054,6.876954555511475,567341,0.0,0
2016-07-25,6.884795529494383,6.939686209050398,6.8769546448314385,6.908320426940918,753783,0.0,0
2016-07-26,6.9083206522517395,6.955368953040796,6.900479019513811,6.91616153717041,743344,0.0,0
2016-07-27,6.955368652798473,7.080831779912434,6.947527020399043,7.025941848754883,1308656,0.0,0
2016-07-28,7.049466087685283,7.135722549536291,7.0416244551862395,7.057307720184326,912819,0.0,0
2016-07-29,7.057306859587386,7.088672637939453,7.04162359650178,7.088672637939453,1503227,0.0,0
2016-08-01,7.11219826627006,7.135723165798871,7.041625063322224,7.080832481384277,817223,0.0,0
2016-08-02,7.088674114560548,7.12003989944633,7.045545879910359,7.080832481384277,685248,0.0,0
2016-08-03,7.033782521001701,7.0651482984985785,6.955367703349945,6.978891849517822,971645,0.0,0
2016-08-04,7.033784177965253,7.12003989944633,7.018100911612712,7.080832481384277,822441,0.0,0
2016-08-05,7.0808313278228265,7.229819342622642,7.072990443743239,7.221977710723877,813090,0.0,0
2016-08-08,7.2376617377595345,7.31607657748004,7.190613432182698,7.300394058227539,1222879,0.0,0
2016-08-09,7.018100865389532,7.072991549442601,6.688759752348299,6.743650436401367,3688874,0.0,0
2016-08-10,6.924001983217333,6.978891907336843,6.822063018553152,6.861270427703857,1951068,0.0,0
2016-08-11,6.845588850244193,6.853430483568706,6.782857279286715,6.806382179260254,1271889,0.0,0
2016-08-12,6.806381968298477,6.884796055655247,6.790698702135549,6.853430271148682,977772,0.0,0
2016-08-15,6.869113658241182,7.014180133705687,6.861272025021667,6.971052646636963,704125,0.0,0
2016-08-16,6.978892144560716,7.018099555044145,6.939685481896443,6.963209629058838,606827,0.0,0
2016-08-17,6.9632103586777,7.010258657932304,6.8965579782176505,6.908320426940918,553075,0.0,0
2016-08-18,6.947527320302867,6.978893103435324,6.892637386775882,6.91616153717041,961348,0.0,0
2016-08-19,6.939685188511068,7.002416743504823,6.916160294524067,6.978891849517822,522576,0.0,0
2016-08-22,7.002416743504823,7.057306667169579,6.963209334678946,6.978891849517822,889773,0.0,0
2016-08-23,7.002418086996102,7.041624755525089,6.9632106706478485,6.994576454162598,574592,0.0,0
2016-08-24,7.04162436472441,7.080831778896706,7.033783480145332,7.072990894317627,573350,0.0,0
2016-08-25,7.057307333352308,7.072990597490748,6.986734140367714,7.041624069213867,731858,0.0,0
2016-08-26,7.00241756450047,7.018100081178037,6.9396860021517774,6.955368518829346,773865,0.0,0
2016-08-29,6.9632093923680385,6.986733538730809,6.85342879630989,6.861270427703857,928617,0.0,0
2016-08-30,6.963210585778724,7.025942152043638,6.912240720801446,6.91616153717041,582306,0.0,0
2016-08-31,6.916162138791264,7.018101129793998,6.87695546732964,6.9867353439331055,756008,0.0,0
2016-09-01,6.986734345440408,7.010258494519349,6.939686047282526,6.947526931762695,436711,0.0,0
2016-09-02,6.916160294524067,7.0102576270147,6.916160294524067,6.978891849517822,667831,0.0,0
2016-09-05,6.978893710513051,7.033784396634107,6.9475279246521575,6.9867353439331055,405389,0.0,0
2016-09-06,7.010259014017213,7.041624797719912,6.9867348631950055,7.033783912658691,523640,0.0,0
2016-09-07,7.018100604843843,7.088673804706847,6.971052303481352,6.994576454162598,693801,0.0,0
2016-09-08,6.978892144560716,7.025941186704662,6.900478071413015,6.963209629058838,644070,0.0,0
2016-09-09,6.978892439498702,6.978892439498702,6.884795099053279,6.900478363037109,954032,0.0,0
2016-09-12,6.853430443369932,6.853430443369932,6.751491454207124,6.76717472076416,1593869,0.0,0
2016-09-13,6.814221387159185,6.884794574066628,6.782855609402446,6.861270427703857,652637,0.0,0
