,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,2189000.0,2641000.0,3358000.0,
Total Liab,114258000.0,52505000.0,61594000.0,50902000.0
Total Stockholder Equity,372261000.0,346594000.0,303062000.0,272341000.0
Deferred Long Term Liab,10675000.0,10017000.0,8740000.0,7633000.0
Other Current Liab,44313000.0,18219000.0,20667000.0,16387000.0
Total Assets,486519000.0,399099000.0,364656000.0,323243000.0
Common Stock,116916000.0,115181000.0,109801000.0,107221000.0
Retained Earnings,232081000.0,208606000.0,180430000.0,157114000.0
Other Liab,1162000.0,1303000.0,978000.0,1117000.0
Good Will,22660000.0,16917000.0,16917000.0,16917000.0
Treasury Stock,23264000.0,22807000.0,12831000.0,8006000.0
Other Assets,16572000.0,13739000.0,12151000.0,10160000.0
Cash,41569000.0,8464000.0,9187000.0,27643000.0
Total Current Liabilities,73282000.0,51202000.0,60616000.0,49785000.0
Deferred Long Term Asset Charges,5897000.0,3722000.0,3411000.0,2527000.0
Other Stockholder Equity,23264000.0,22807000.0,12831000.0,8006000.0
Property Plant Equipment,220574000.0,169420000.0,154338000.0,126989000.0
Total Current Assets,224524000.0,196382000.0,177892000.0,169177000.0
Net Tangible Assets,347412000.0,327036000.0,282787000.0,255424000.0
Net Receivables,60102000.0,59445000.0,55819000.0,50840000.0
Inventory,119170000.0,125340000.0,108719000.0,88020000.0
Accounts Payable,9118000.0,18917000.0,22927000.0,21703000.0
Other Current Assets,,,,49000.0
