,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,876300000.0,984400000.0,1130200000.0,172200000.0
Capital Surplus,13480700000.0,13478200000.0,13471000000.0,6470700000.0
Total Liab,34482800000.0,33150700000.0,32385700000.0,20547800000.0
Total Stockholder Equity,19382000000.0,27939600000.0,28165100000.0,18916200000.0
Minority Interest,3413000000.0,3912900000.0,3976400000.0,3777000000.0
Other Current Liab,1896700000.0,2000300000.0,1876700000.0,1204800000.0
Total Assets,57277800000.0,65003200000.0,64527200000.0,43241000000.0
Common Stock,692400000.0,691900000.0,691400000.0,499300000.0
Other Current Assets,1038200000.0,2147600000.0,66200000.0,57900000.0
Retained Earnings,-7212600000.0,1103300000.0,1031100000.0,2439500000.0
Other Liab,2548300000.0,2925600000.0,4389500000.0,2272500000.0
Good Will,1248100000.0,2878400000.0,2863100000.0,522400000.0
Treasury Stock,12421500000.0,12666200000.0,12971600000.0,9506700000.0
Other Assets,853300000.0,628000000.0,330200000.0,194700000.0
Cash,2137600000.0,488800000.0,369900000.0,574700000.0
Total Current Liabilities,4827400000.0,4859700000.0,6014400000.0,3696200000.0
Deferred Long Term Asset Charges,26500000.0,28400000.0,26900000.0,21900000.0
Short Long Term Debt,2676900000.0,2584700000.0,3926500000.0,2292900000.0
Other Stockholder Equity,12421500000.0,12666200000.0,12971600000.0,9506700000.0
Property Plant Equipment,41226900000.0,46077700000.0,47918800000.0,38740600000.0
Total Current Assets,4399300000.0,3896600000.0,1708700000.0,1590200000.0
Long Term Investments,8673900000.0,10538100000.0,10576200000.0,2020900000.0
Net Tangible Assets,17257600000.0,24076800000.0,24171800000.0,18221600000.0
Net Receivables,1191500000.0,1169000000.0,1177400000.0,957600000.0
Long Term Debt,26310500000.0,24558700000.0,21597800000.0,14225900000.0
Inventory,32000000.0,91200000.0,95200000.0,
Accounts Payable,211800000.0,230500000.0,207400000.0,187500000.0
