,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,1026000.0,3000.0,7000.0,10000.0
Total Liab,50086000.0,9705000.0,6802000.0,6092000.0
Total Stockholder Equity,188547000.0,177053000.0,98097000.0,75660000.0
Other Current Liab,6949000.0,441000.0,306000.0,210000.0
Total Assets,238633000.0,186758000.0,104899000.0,81752000.0
Common Stock,237663000.0,231255000.0,154762000.0,148834000.0
Other Current Assets,1933000.0,712000.0,739000.0,1208000.0
Retained Earnings,-1056000.0,-3508000.0,-10528000.0,-18791000.0
Other Liab,74000.0,91000.0,105000.0,71000.0
Treasury Stock,-48060000.0,-50694000.0,-46137000.0,-54383000.0
Other Assets,4335000.0,3813000.0,5104000.0,448000.0
Cash,16066000.0,26720000.0,9332000.0,10945000.0
Total Current Liabilities,17771000.0,9614000.0,6697000.0,6021000.0
Short Long Term Debt,21000.0,,,
Other Stockholder Equity,-48060000.0,-50694000.0,-46137000.0,-54383000.0
Property Plant Equipment,3985000.0,118000.0,125000.0,139000.0
Total Current Assets,67420000.0,69473000.0,44062000.0,48528000.0
Long Term Investments,161867000.0,113351000.0,55601000.0,32627000.0
Net Tangible Assets,187521000.0,177050000.0,98090000.0,75650000.0
Net Receivables,16322000.0,18085000.0,12466000.0,5884000.0
Long Term Debt,30000000.0,,,
Accounts Payable,3977000.0,2513000.0,477000.0,1097000.0
