,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,612000.0,1319000.0,1454000.0,1208000.0
Total Liab,36251000.0,23050000.0,34152000.0,18892000.0
Total Stockholder Equity,318961000.0,321088000.0,335179000.0,335074000.0
Other Current Liab,10825000.0,5082000.0,16845000.0,8411000.0
Total Assets,355212000.0,344138000.0,445267000.0,353966000.0
Common Stock,751355000.0,751355000.0,751355000.0,751355000.0
Retained Earnings,173045000.0,174461000.0,185940000.0,177959000.0
Other Liab,7265000.0,6663000.0,7359000.0,1510000.0
Treasury Stock,-605439000.0,-604728000.0,-602116000.0,-594240000.0
Cash,105333000.0,112947000.0,163799000.0,154263000.0
Total Current Liabilities,21901000.0,16387000.0,26793000.0,17382000.0
Other Stockholder Equity,-572082000.0,-576863000.0,-582006000.0,-585818000.0
Property Plant Equipment,12064000.0,2297000.0,1532000.0,1621000.0
Total Current Assets,189891000.0,222746000.0,247565000.0,259338000.0
Long Term Investments,152645000.0,117776000.0,194716000.0,91799000.0
Net Tangible Assets,318349000.0,319769000.0,333725000.0,333866000.0
Short Term Investments,49876000.0,81877000.0,27876000.0,74876000.0
Net Receivables,32768000.0,26361000.0,54197000.0,29041000.0
Accounts Payable,3830000.0,5995000.0,4326000.0,3219000.0
Minority Interest,,,75936000.0,
