,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,614800000.0,676200000.0,699200000.0,690100000.0
Total Liab,6052000000.0,4982600000.0,4583100000.0,3998100000.0
Total Stockholder Equity,2297700000.0,2700400000.0,2871500000.0,2972700000.0
Minority Interest,144200000.0,153800000.0,155000000.0,435200000.0
Other Current Liab,123700000.0,161800000.0,103500000.0,598200000.0
Total Assets,8672500000.0,8015400000.0,7788200000.0,7584600000.0
Common Stock,2263100000.0,2263100000.0,2263100000.0,2263200000.0
Other Current Assets,7200000.0,11100000.0,8600000.0,2700000.0
Retained Earnings,94300000.0,481400000.0,655100000.0,740400000.0
Other Liab,217900000.0,334700000.0,326900000.0,321000000.0
Good Will,2281300000.0,2454500000.0,2351500000.0,2341100000.0
Treasury Stock,-59700000.0,-44100000.0,-46700000.0,-30900000.0
Other Assets,296900000.0,232700000.0,212000000.0,192100000.0
Cash,588500000.0,710700000.0,606200000.0,844600000.0
Total Current Liabilities,3175700000.0,2955200000.0,2881600000.0,3090700000.0
Deferred Long Term Asset Charges,141500000.0,100900000.0,75500000.0,95800000.0
Short Long Term Debt,8600000.0,19800000.0,154500000.0,845900000.0
Other Stockholder Equity,-59700000.0,-44100000.0,-46700000.0,-30900000.0
Property Plant Equipment,1942800000.0,1373300000.0,1280400000.0,1280400000.0
Total Current Assets,3404700000.0,3164700000.0,3133600000.0,2975800000.0
Long Term Investments,132000000.0,114000000.0,111500000.0,105100000.0
Net Tangible Assets,-598400000.0,-430300000.0,-179200000.0,-58500000.0
Short Term Investments,19000000.0,23700000.0,10000000.0,9800000.0
Net Receivables,2399600000.0,2061600000.0,2191200000.0,1767500000.0
Long Term Debt,2064100000.0,1685300000.0,1363400000.0,571400000.0
Inventory,334000000.0,304600000.0,268800000.0,301700000.0
Accounts Payable,2497400000.0,2405500000.0,2281600000.0,527600000.0
