,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Intangible Assets,820800000.0,1038500000.0,1135900000.0,698100000.0
Total Liab,4696900000.0,4193400000.0,4114300000.0,1947300000.0
Total Stockholder Equity,3187100000.0,2150700000.0,1739600000.0,1352700000.0
Minority Interest,-7100000.0,-7100000.0,-7100000.0,-7100000.0
Deferred Long Term Liab,48100000.0,46700000.0,31400000.0,16200000.0
Other Current Liab,298100000.0,262700000.0,315600000.0,478600000.0
Total Assets,7876900000.0,6337000000.0,5846800000.0,3292900000.0
Common Stock,715100000.0,715100000.0,715100000.0,715100000.0
Other Current Assets,400000.0,,,
Retained Earnings,2586500000.0,1425900000.0,1040900000.0,747300000.0
Other Liab,120800000.0,310900000.0,215700000.0,94000000.0
Good Will,2754900000.0,2923100000.0,2731500000.0,973400000.0
Treasury Stock,-114500000.0,9700000.0,-16400000.0,-109700000.0
Other Assets,1250000000.0,204500000.0,215800000.0,177300000.0
Cash,1675700000.0,568600000.0,428100000.0,547100000.0
Total Current Liabilities,1045500000.0,1041400000.0,1017500000.0,653100000.0
Deferred Long Term Asset Charges,1100000000.0,52800000.0,72300000.0,54100000.0
Short Long Term Debt,9000000.0,,,
Other Stockholder Equity,-114500000.0,9700000.0,-16400000.0,-109700000.0
Property Plant Equipment,531500000.0,431200000.0,389300000.0,241300000.0
Total Current Assets,2511800000.0,1733200000.0,1352100000.0,1195000000.0
Long Term Investments,7900000.0,6500000.0,22200000.0,7800000.0
Net Tangible Assets,-388600000.0,-1810900000.0,-2127800000.0,-318800000.0
Short Term Investments,6700000.0,6400000.0,7200000.0,6400000.0
Net Receivables,668800000.0,995100000.0,756700000.0,525100000.0
Long Term Debt,3297900000.0,2840700000.0,2880200000.0,1199500000.0
Inventory,160200000.0,163000000.0,159900000.0,116400000.0
Accounts Payable,121200000.0,188800000.0,216200000.0,130500000.0
