,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,343958000.0,364707000.0,408310000.0,441079000.0
Total Liab,2515403000.0,2048390000.0,1311015000.0,1390543000.0
Total Stockholder Equity,1743492000.0,1649194000.0,1802267000.0,1350760000.0
Minority Interest,-229000.0,7663000.0,10420000.0,9688000.0
Deferred Long Term Liab,994000.0,1182000.0,1552000.0,1913000.0
Other Current Liab,1494246000.0,1195472000.0,1107009000.0,87614000.0
Total Assets,4258666000.0,3705247000.0,3123702000.0,2750991000.0
Common Stock,1970847000.0,1970999000.0,1971648000.0,1438601000.0
Other Current Assets,1183123000.0,1121074000.0,1036490000.0,3731000.0
Retained Earnings,-313604000.0,-339140000.0,-184169000.0,-97048000.0
Other Liab,447157000.0,422540000.0,194051000.0,1095981000.0
Good Will,1596042000.0,936891000.0,940226000.0,954867000.0
Treasury Stock,86249000.0,17335000.0,14788000.0,9207000.0
Other Assets,148061000.0,166542000.0,16105000.0,957696000.0
Cash,370990000.0,91687000.0,121441000.0,208218000.0
Total Current Liabilities,1514740000.0,1199347000.0,1116964000.0,177654000.0
Deferred Long Term Asset Charges,49738000.0,,,
Other Stockholder Equity,91272000.0,25225000.0,19413000.0,13349000.0
Property Plant Equipment,134443000.0,36010000.0,19339000.0,21480000.0
Total Current Assets,1882908000.0,2137320000.0,1681213000.0,328664000.0
Long Term Investments,153254000.0,63777000.0,58509000.0,47205000.0
Net Tangible Assets,-196508000.0,347596000.0,453731000.0,-45186000.0
Net Receivables,312530000.0,109252000.0,98514000.0,102294000.0
Long Term Debt,457858000.0,426503000.0,,116908000.0
Short Term Investments,,,407443000.0,
Short Long Term Debt,,,,90000000.0
