,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,65000000.0,59000000.0,60000000.0,58000000.0
Total Liab,4540000000.0,4200000000.0,3809000000.0,3588000000.0
Total Stockholder Equity,5083000000.0,5457000000.0,4823000000.0,5095000000.0
Other Current Liab,529000000.0,435000000.0,376000000.0,393000000.0
Total Assets,9623000000.0,9657000000.0,8632000000.0,8683000000.0
Common Stock,1600000000.0,1600000000.0,1600000000.0,1600000000.0
Other Current Assets,142000000.0,152000000.0,109000000.0,91000000.0
Retained Earnings,-1541000000.0,-1171000000.0,-1010000000.0,-725000000.0
Other Liab,2195000000.0,2246000000.0,1896000000.0,1941000000.0
Treasury Stock,5024000000.0,5028000000.0,4233000000.0,4220000000.0
Other Assets,299000000.0,231000000.0,182000000.0,215000000.0
Cash,176000000.0,78000000.0,60000000.0,80000000.0
Total Current Liabilities,648000000.0,620000000.0,843000000.0,579000000.0
Deferred Long Term Asset Charges,34000000.0,40000000.0,46000000.0,43000000.0
Short Long Term Debt,88000000.0,167000000.0,450000000.0,170000000.0
Other Stockholder Equity,5026000000.0,5029000000.0,4235000000.0,4222000000.0
Property Plant Equipment,8594000000.0,8825000000.0,7941000000.0,7961000000.0
Total Current Assets,665000000.0,542000000.0,449000000.0,449000000.0
Net Tangible Assets,5018000000.0,5398000000.0,4763000000.0,5037000000.0
Net Receivables,347000000.0,312000000.0,280000000.0,278000000.0
Long Term Debt,1600000000.0,1303000000.0,1023000000.0,1022000000.0
