,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,13800000.0,15800000.0,23700000.0,44500000.0
Total Liab,1019000000.0,1279000000.0,760000000.0,861900000.0
Total Stockholder Equity,1118800000.0,1065000000.0,1178000000.0,1227400000.0
Minority Interest,33700000.0,60500000.0,53100000.0,46700000.0
Other Current Liab,191900000.0,153800000.0,113900000.0,116800000.0
Total Assets,2171500000.0,2404500000.0,1991100000.0,2136000000.0
Common Stock,966700000.0,966700000.0,1028800000.0,1036200000.0
Other Current Assets,63000000.0,48100000.0,27200000.0,11400000.0
Retained Earnings,241700000.0,144000000.0,187600000.0,244400000.0
Other Liab,341400000.0,311000000.0,320000000.0,327700000.0
Good Will,58300000.0,58300000.0,57200000.0,98100000.0
Treasury Stock,-89600000.0,-45700000.0,-38400000.0,-53200000.0
Other Assets,341000000.0,264500000.0,233600000.0,311100000.0
Cash,250800000.0,414800000.0,50000000.0,13700000.0
Total Current Liabilities,536500000.0,480900000.0,440000000.0,506200000.0
Deferred Long Term Asset Charges,144900000.0,130300000.0,104300000.0,151800000.0
Other Stockholder Equity,-89600000.0,-45700000.0,-38400000.0,-53200000.0
Property Plant Equipment,820900000.0,894700000.0,709600000.0,833400000.0
Total Current Assets,901800000.0,1128600000.0,926600000.0,805300000.0
Long Term Investments,35700000.0,42600000.0,40400000.0,43600000.0
Net Tangible Assets,1046700000.0,990900000.0,1097100000.0,1084800000.0
Net Receivables,224600000.0,254100000.0,461100000.0,302700000.0
Inventory,354500000.0,401600000.0,377900000.0,467000000.0
Accounts Payable,229100000.0,217400000.0,238200000.0,275900000.0
Long Term Debt,,320000000.0,,28000000.0
